MSYMPTOMID,TOCALLDATE,Repair_time,Average_repairtime_year,Average_repairtime_all,worksheets_closed,Average_worksheets_year
Hardware,Year_2562,0,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Hardware,Year_2562,1,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Hardware,Year_2562,1,1,2,V1,208
Telephony,Year_2562,0,1,2,V1,208
Telephony,Year_2562,1,1,2,V1,208
Others,Year_2562,0,1,2,V1,208
Telephony,Year_2562,0,1,2,V1,208
Hardware,Year_2562,1,1,2,V1,208
Telephony,Year_2562,1,1,2,V1,208
Telephony,Year_2562,2,1,2,V1,208
Software,Year_2562,2,1,2,V1,208
Software,Year_2562,0,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Hardware,Year_2562,1,1,2,V1,208
Others,Year_2562,6,1,2,V1,208
Others,Year_2562,0,1,2,V1,208
Others,Year_2562,1,1,2,V1,208
Software,Year_2562,1,1,2,V1,208
Software,Year_2562,7,1,2,V1,208
Software,Year_2562,1,1,2,V1,208
Others,Year_2562,3,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Internet,Year_2562,0,1,2,V1,208
Telephony,Year_2562,0,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Telephony,Year_2562,0,1,2,V1,208
Telephony,Year_2562,1,1,2,V1,208
Others,Year_2562,0,1,2,V1,208
Others,Year_2562,0,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Telephony,Year_2562,1,1,2,V1,208
Others,Year_2562,0,1,2,V1,208
Software,Year_2562,0,1,2,V1,208
Software,Year_2562,1,1,2,V1,208
Internet,Year_2562,4,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Internet,Year_2562,1,1,2,V1,208
Others,Year_2562,0,1,2,V1,208
Others,Year_2562,0,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Hardware,Year_2562,29,1,2,V4,208
Software,Year_2562,0,1,2,V1,208
Hardware,Year_2562,3,1,2,V1,208
Hardware,Year_2562,3,1,2,V1,208
Software,Year_2562,2,1,2,V1,208
Software,Year_2562,0,1,2,V1,208
Software,Year_2562,1,1,2,V1,208
Internet,Year_2562,0,1,2,V1,208
Hardware,Year_2562,1,1,2,V1,208
Software,Year_2562,0,1,2,V1,208
Internet,Year_2562,1,1,2,V1,208
Telephony,Year_2562,1,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Telephony,Year_2562,0,1,2,V1,208
Telephony,Year_2562,0,1,2,V1,208
Software,Year_2562,0,1,2,V1,208
Software,Year_2562,1,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Telephony,Year_2562,1,1,2,V1,208
Software,Year_2562,2,1,2,V1,208
Software,Year_2562,1,1,2,V1,208
Software,Year_2562,0,1,2,V1,208
Hardware,Year_2562,6,1,2,V1,208
Software,Year_2562,0,1,2,V1,208
Software,Year_2562,1,1,2,V1,208
Hardware,Year_2562,1,1,2,V1,208
Telephony,Year_2562,2,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Internet,Year_2562,0,1,2,V1,208
Telephony,Year_2562,0,1,2,V1,208
Hardware,Year_2562,8,1,2,V2,208
Hardware,Year_2562,1,1,2,V1,208
Software,Year_2562,1,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Internet,Year_2562,0,1,2,V1,208
Telephony,Year_2562,1,1,2,V1,208
Others,Year_2562,0,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Hardware,Year_2562,1,1,2,V1,208
Telephony,Year_2562,0,1,2,V1,208
Telephony,Year_2562,0,1,2,V1,208
Internet,Year_2562,0,1,2,V1,208
Software,Year_2562,1,1,2,V1,208
Internet,Year_2562,0,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Telephony,Year_2562,0,1,2,V1,208
Software,Year_2562,0,1,2,V1,208
Hardware,Year_2562,1,1,2,V1,208
Software,Year_2562,1,1,2,V1,208
Software,Year_2562,0,1,2,V1,208
Telephony,Year_2562,0,1,2,V1,208
Software,Year_2562,0,1,2,V1,208
Internet,Year_2562,0,1,2,V1,208
Internet,Year_2562,1,1,2,V1,208
Internet,Year_2562,7,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Internet,Year_2562,0,1,2,V1,208
Internet,Year_2562,0,1,2,V1,208
Internet,Year_2562,0,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Telephony,Year_2562,1,1,2,V1,208
Software,Year_2562,0,1,2,V1,208
Hardware,Year_2562,3,1,2,V1,208
Internet,Year_2562,0,1,2,V1,208
Telephony,Year_2562,48,1,2,V5,208
Hardware,Year_2562,0,1,2,V1,208
Hardware,Year_2562,11,1,2,V2,208
Hardware,Year_2562,0,1,2,V1,208
Software,Year_2562,4,1,2,V1,208
Internet,Year_2562,6,1,2,V1,208
Others,Year_2562,0,1,2,V1,208
Telephony,Year_2562,4,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Internet,Year_2562,1,1,2,V1,208
Internet,Year_2562,1,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Internet,Year_2562,4,1,2,V1,208
Internet,Year_2562,1,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Internet,Year_2562,0,1,2,V1,208
Internet,Year_2562,0,1,2,V1,208
Telephony,Year_2562,13,1,2,V2,208
Software,Year_2562,1,1,2,V1,208
Others,Year_2562,1,1,2,V1,208
Internet,Year_2562,2,1,2,V1,208
Others,Year_2562,0,1,2,V1,208
Others,Year_2562,3,1,2,V1,208
Internet,Year_2562,0,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Internet,Year_2562,0,1,2,V1,208
Software,Year_2562,0,1,2,V1,208
Software,Year_2562,0,1,2,V1,208
Software,Year_2562,0,1,2,V1,208
Telephony,Year_2562,0,1,2,V1,208
Internet,Year_2562,2,1,2,V1,208
Software,Year_2562,1,1,2,V1,208
Software,Year_2562,1,1,2,V1,208
Telephony,Year_2562,3,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Others,Year_2562,1,1,2,V1,208
Software,Year_2562,0,1,2,V1,208
Hardware,Year_2562,1,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Software,Year_2562,2,1,2,V1,208
Telephony,Year_2562,0,1,2,V1,208
Hardware,Year_2562,1,1,2,V1,208
Telephony,Year_2562,12,1,2,V2,208
Internet,Year_2562,1,1,2,V1,208
Telephony,Year_2562,7,1,2,V1,208
Hardware,Year_2562,5,1,2,V1,208
Others,Year_2562,0,1,2,V1,208
Internet,Year_2562,1,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Internet,Year_2562,0,1,2,V1,208
Hardware,Year_2562,4,1,2,V1,208
Software,Year_2562,0,1,2,V1,208
Hardware,Year_2562,1,1,2,V1,208
Internet,Year_2562,5,1,2,V1,208
Software,Year_2562,4,1,2,V1,208
Software,Year_2562,0,1,2,V1,208
Internet,Year_2562,0,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Internet,Year_2562,5,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Software,Year_2562,1,1,2,V1,208
Software,Year_2562,0,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Software,Year_2562,0,1,2,V1,208
Software,Year_2562,0,1,2,V1,208
Hardware,Year_2562,1,1,2,V1,208
Others,Year_2562,2,1,2,V1,208
Internet,Year_2562,1,1,2,V1,208
Others,Year_2562,3,1,2,V1,208
Others,Year_2562,3,1,2,V1,208
Hardware,Year_2562,2,1,2,V1,208
Internet,Year_2562,0,1,2,V1,208
Internet,Year_2562,1,1,2,V1,208
Telephony,Year_2562,8,1,2,V2,208
Software,Year_2562,0,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Internet,Year_2562,0,1,2,V1,208
Internet,Year_2562,0,1,2,V1,208
Internet,Year_2562,0,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Others,Year_2562,0,1,2,V1,208
Telephony,Year_2562,5,1,2,V1,208
Telephony,Year_2562,0,1,2,V1,208
Telephony,Year_2562,0,1,2,V1,208
Others,Year_2562,0,1,2,V1,208
Telephony,Year_2562,4,1,2,V1,208
Hardware,Year_2562,1,1,2,V1,208
Internet,Year_2562,0,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Software,Year_2562,0,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Telephony,Year_2562,4,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Software,Year_2562,0,1,2,V1,208
Others,Year_2562,2,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Telephony,Year_2562,6,1,2,V1,208
Telephony,Year_2562,3,1,2,V1,208
Others,Year_2562,3,1,2,V1,208
Others,Year_2562,0,1,2,V1,208
Software,Year_2562,0,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Software,Year_2562,0,1,2,V1,208
Telephony,Year_2562,3,1,2,V1,208
Internet,Year_2562,2,1,2,V1,208
Internet,Year_2562,0,1,2,V1,208
Hardware,Year_2562,1,1,2,V1,208
Software,Year_2562,0,1,2,V1,208
Others,Year_2562,0,1,2,V1,208
Software,Year_2562,0,1,2,V1,208
Telephony,Year_2562,1,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Software,Year_2562,1,1,2,V1,208
Others,Year_2562,0,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Internet,Year_2562,1,1,2,V1,208
Telephony,Year_2562,3,1,2,V1,208
Internet,Year_2562,3,1,2,V1,208
Others,Year_2562,6,1,2,V1,208
Software,Year_2562,0,1,2,V1,208
Internet,Year_2562,0,1,2,V1,208
Internet,Year_2562,0,1,2,V1,208
Telephony,Year_2562,0,1,2,V1,208
Software,Year_2562,0,1,2,V1,208
Hardware,Year_2562,1,1,2,V1,208
Hardware,Year_2562,1,1,2,V1,208
Internet,Year_2562,0,1,2,V1,208
Telephony,Year_2562,0,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Software,Year_2562,0,1,2,V1,208
Software,Year_2562,1,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Telephony,Year_2562,1,1,2,V1,208
Software,Year_2562,1,1,2,V1,208
Telephony,Year_2562,5,1,2,V1,208
Internet,Year_2562,0,1,2,V1,208
Telephony,Year_2562,1,1,2,V1,208
Telephony,Year_2562,6,1,2,V1,208
Hardware,Year_2562,1,1,2,V1,208
Internet,Year_2562,3,1,2,V1,208
Hardware,Year_2562,2,1,2,V1,208
Telephony,Year_2562,3,1,2,V1,208
Telephony,Year_2562,0,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Software,Year_2562,1,1,2,V1,208
Software,Year_2562,1,1,2,V1,208
Software,Year_2562,0,1,2,V1,208
Software,Year_2562,1,1,2,V1,208
Software,Year_2562,3,1,2,V1,208
Software,Year_2562,0,1,2,V1,208
Hardware,Year_2562,2,1,2,V1,208
Telephony,Year_2562,1,1,2,V1,208
Others,Year_2562,1,1,2,V1,208
Internet,Year_2562,0,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Software,Year_2562,0,1,2,V1,208
Internet,Year_2562,1,1,2,V1,208
Software,Year_2562,1,1,2,V1,208
Others,Year_2562,0,1,2,V1,208
Hardware,Year_2562,2,1,2,V1,208
Internet,Year_2562,1,1,2,V1,208
Telephony,Year_2562,1,1,2,V1,208
Telephony,Year_2562,1,1,2,V1,208
Internet,Year_2562,1,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Hardware,Year_2562,4,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Others,Year_2562,0,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Others,Year_2562,3,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Others,Year_2562,3,1,2,V1,208
Telephony,Year_2562,0,1,2,V1,208
Telephony,Year_2562,17,1,2,V3,208
Hardware,Year_2562,0,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Internet,Year_2562,1,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Telephony,Year_2562,1,1,2,V1,208
Software,Year_2562,0,1,2,V1,208
Software,Year_2562,1,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Internet,Year_2562,1,1,2,V1,208
Software,Year_2562,1,1,2,V1,208
Others,Year_2562,0,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Internet,Year_2562,1,1,2,V1,208
Software,Year_2562,0,1,2,V1,208
Others,Year_2562,0,1,2,V1,208
Others,Year_2562,0,1,2,V1,208
Internet,Year_2562,0,1,2,V1,208
Software,Year_2562,2,1,2,V1,208
Others,Year_2562,5,1,2,V1,208
Others,Year_2562,0,1,2,V1,208
Others,Year_2562,0,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Others,Year_2562,4,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Others,Year_2562,2,1,2,V1,208
Telephony,Year_2562,3,1,2,V1,208
Hardware,Year_2562,3,1,2,V1,208
Software,Year_2562,2,1,2,V1,208
Internet,Year_2562,0,1,2,V1,208
Software,Year_2562,0,1,2,V1,208
Software,Year_2562,3,1,2,V1,208
Internet,Year_2562,0,1,2,V1,208
Telephony,Year_2562,0,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Telephony,Year_2562,3,1,2,V1,208
Hardware,Year_2562,1,1,2,V1,208
Others,Year_2562,0,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Telephony,Year_2562,1,1,2,V1,208
Internet,Year_2562,0,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Internet,Year_2562,2,1,2,V1,208
Software,Year_2562,0,1,2,V1,208
Others,Year_2562,0,1,2,V1,208
Hardware,Year_2562,1,1,2,V1,208
Software,Year_2562,0,1,2,V1,208
Software,Year_2562,1,1,2,V1,208
Internet,Year_2562,1,1,2,V1,208
Software,Year_2562,1,1,2,V1,208
Finger_scan,Year_2562,0,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Others,Year_2562,0,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Software,Year_2562,1,1,2,V1,208
Internet,Year_2562,0,1,2,V1,208
Internet,Year_2562,0,1,2,V1,208
Hardware,Year_2562,1,1,2,V1,208
Others,Year_2562,0,1,2,V1,208
Software,Year_2562,4,1,2,V1,208
Software,Year_2562,1,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Telephony,Year_2562,1,1,2,V1,208
Software,Year_2562,1,1,2,V1,208
Software,Year_2562,0,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Internet,Year_2562,0,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Software,Year_2562,3,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Internet,Year_2562,0,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Hardware,Year_2562,3,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Internet,Year_2562,1,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Software,Year_2562,0,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Software,Year_2562,1,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Internet,Year_2562,1,1,2,V1,208
Internet,Year_2562,0,1,2,V1,208
Software,Year_2562,0,1,2,V1,208
Software,Year_2562,0,1,2,V1,208
Telephony,Year_2562,1,1,2,V1,208
Software,Year_2562,0,1,2,V1,208
Software,Year_2562,1,1,2,V1,208
Software,Year_2562,1,1,2,V1,208
Telephony,Year_2562,0,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Telephony,Year_2562,0,1,2,V1,208
Others,Year_2562,1,1,2,V1,208
Others,Year_2562,0,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Telephony,Year_2562,0,1,2,V1,208
Internet,Year_2562,1,1,2,V1,208
Telephony,Year_2562,1,1,2,V1,208
Telephony,Year_2562,7,1,2,V1,208
Internet,Year_2562,0,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Software,Year_2562,2,1,2,V1,208
Telephony,Year_2562,0,1,2,V1,208
Software,Year_2562,0,1,2,V1,208
Software,Year_2562,1,1,2,V1,208
Software,Year_2562,0,1,2,V1,208
Software,Year_2562,0,1,2,V1,208
Hardware,Year_2562,1,1,2,V1,208
Software,Year_2562,2,1,2,V1,208
Telephony,Year_2562,1,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Internet,Year_2562,0,1,2,V1,208
Telephony,Year_2562,0,1,2,V1,208
Software,Year_2562,0,1,2,V1,208
Internet,Year_2562,0,1,2,V1,208
Others,Year_2562,2,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Software,Year_2562,0,1,2,V1,208
Others,Year_2562,1,1,2,V1,208
Hardware,Year_2562,1,1,2,V1,208
Others,Year_2562,12,1,2,V2,208
Hardware,Year_2562,0,1,2,V1,208
Others,Year_2562,0,1,2,V1,208
Software,Year_2562,0,1,2,V1,208
Software,Year_2562,4,1,2,V1,208
Software,Year_2562,1,1,2,V1,208
Software,Year_2562,1,1,2,V1,208
Telephony,Year_2562,0,1,2,V1,208
Internet,Year_2562,0,1,2,V1,208
Internet,Year_2562,0,1,2,V1,208
Internet,Year_2562,2,1,2,V1,208
Software,Year_2562,0,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Telephony,Year_2562,0,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Telephony,Year_2562,0,1,2,V1,208
Telephony,Year_2562,2,1,2,V1,208
Telephony,Year_2562,0,1,2,V1,208
Internet,Year_2562,0,1,2,V1,208
Telephony,Year_2562,0,1,2,V1,208
Software,Year_2562,0,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Telephony,Year_2562,2,1,2,V1,208
Software,Year_2562,0,1,2,V1,208
Internet,Year_2562,0,1,2,V1,208
Software,Year_2562,1,1,2,V1,208
Internet,Year_2562,0,1,2,V1,208
Hardware,Year_2562,3,1,2,V1,208
Software,Year_2562,1,1,2,V1,208
Hardware,Year_2562,3,1,2,V1,208
Software,Year_2562,0,1,2,V1,208
Telephony,Year_2562,2,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Software,Year_2562,0,1,2,V1,208
Others,Year_2562,0,1,2,V1,208
Telephony,Year_2562,0,1,2,V1,208
Others,Year_2562,0,1,2,V1,208
Software,Year_2562,1,1,2,V1,208
Internet,Year_2562,5,1,2,V1,208
Hardware,Year_2562,2,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Hardware,Year_2562,1,1,2,V1,208
Hardware,Year_2562,12,1,2,V2,208
Hardware,Year_2562,12,1,2,V2,208
Hardware,Year_2562,0,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Software,Year_2562,1,1,2,V1,208
Telephony,Year_2562,2,1,2,V1,208
Software,Year_2562,1,1,2,V1,208
Others,Year_2562,1,1,2,V1,208
Telephony,Year_2562,0,1,2,V1,208
Internet,Year_2562,0,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Telephony,Year_2562,0,1,2,V1,208
Internet,Year_2562,5,1,2,V1,208
Software,Year_2562,0,1,2,V1,208
Internet,Year_2562,0,1,2,V1,208
Others,Year_2562,0,1,2,V1,208
Software,Year_2562,8,1,2,V2,208
Software,Year_2562,0,1,2,V1,208
Software,Year_2562,3,1,2,V1,208
Hardware,Year_2562,3,1,2,V1,208
Hardware,Year_2562,3,1,2,V1,208
Others,Year_2562,3,1,2,V1,208
Internet,Year_2562,1,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Software,Year_2562,2,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Software,Year_2562,3,1,2,V1,208
Others,Year_2562,1,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Telephony,Year_2562,1,1,2,V1,208
Internet,Year_2562,1,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Software,Year_2562,0,1,2,V1,208
Hardware,Year_2562,1,1,2,V1,208
Software,Year_2562,14,1,2,V2,208
Telephony,Year_2562,0,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Telephony,Year_2562,3,1,2,V1,208
Telephony,Year_2562,0,1,2,V1,208
Telephony,Year_2562,3,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Software,Year_2562,1,1,2,V1,208
Internet,Year_2562,1,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Hardware,Year_2562,1,1,2,V1,208
Telephony,Year_2562,1,1,2,V1,208
Software,Year_2562,2,1,2,V1,208
Software,Year_2562,1,1,2,V1,208
Software,Year_2562,1,1,2,V1,208
Software,Year_2562,0,1,2,V1,208
Internet,Year_2562,1,1,2,V1,208
Software,Year_2562,2,1,2,V1,208
Telephony,Year_2562,0,1,2,V1,208
Others,Year_2562,7,1,2,V1,208
Software,Year_2562,5,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Hardware,Year_2562,1,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Internet,Year_2562,1,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Software,Year_2562,0,1,2,V1,208
Telephony,Year_2562,6,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Internet,Year_2562,0,1,2,V1,208
Software,Year_2562,0,1,2,V1,208
Internet,Year_2562,1,1,2,V1,208
Internet,Year_2562,0,1,2,V1,208
Internet,Year_2562,1,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Telephony,Year_2562,1,1,2,V1,208
Telephony,Year_2562,1,1,2,V1,208
Others,Year_2562,7,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Internet,Year_2562,0,1,2,V1,208
Internet,Year_2562,0,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Telephony,Year_2562,0,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Software,Year_2562,0,1,2,V1,208
Internet,Year_2562,3,1,2,V1,208
Software,Year_2562,0,1,2,V1,208
Software,Year_2562,3,1,2,V1,208
Software,Year_2562,0,1,2,V1,208
Others,Year_2562,0,1,2,V1,208
Telephony,Year_2562,0,1,2,V1,208
Software,Year_2562,0,1,2,V1,208
Software,Year_2562,0,1,2,V1,208
Software,Year_2562,0,1,2,V1,208
Software,Year_2562,1,1,2,V1,208
Telephony,Year_2562,0,1,2,V1,208
Hardware,Year_2562,1,1,2,V1,208
Telephony,Year_2562,1,1,2,V1,208
Telephony,Year_2562,1,1,2,V1,208
Telephony,Year_2562,0,1,2,V1,208
Telephony,Year_2562,0,1,2,V1,208
Others,Year_2562,2,1,2,V1,208
Hardware,Year_2562,31,1,2,V4,208
Hardware,Year_2562,2,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Others,Year_2562,0,1,2,V1,208
Telephony,Year_2562,0,1,2,V1,208
Hardware,Year_2562,3,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Telephony,Year_2562,1,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Others,Year_2562,0,1,2,V1,208
Telephony,Year_2562,1,1,2,V1,208
Internet,Year_2562,0,1,2,V1,208
Others,Year_2562,6,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Telephony,Year_2562,2,1,2,V1,208
Software,Year_2562,3,1,2,V1,208
Software,Year_2562,3,1,2,V1,208
Telephony,Year_2562,0,1,2,V1,208
Telephony,Year_2562,2,1,2,V1,208
Internet,Year_2562,1,1,2,V1,208
Internet,Year_2562,0,1,2,V1,208
Internet,Year_2562,0,1,2,V1,208
Telephony,Year_2562,0,1,2,V1,208
Internet,Year_2562,1,1,2,V1,208
Telephony,Year_2562,0,1,2,V1,208
Others,Year_2562,3,1,2,V1,208
Others,Year_2562,0,1,2,V1,208
Others,Year_2562,0,1,2,V1,208
Internet,Year_2562,1,1,2,V1,208
Software,Year_2562,1,1,2,V1,208
Software,Year_2562,5,1,2,V1,208
Software,Year_2562,5,1,2,V1,208
Others,Year_2562,1,1,2,V1,208
Telephony,Year_2562,1,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Telephony,Year_2562,1,1,2,V1,208
Hardware,Year_2562,1,1,2,V1,208
Hardware,Year_2562,1,1,2,V1,208
Hardware,Year_2562,1,1,2,V1,208
Others,Year_2562,0,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Telephony,Year_2562,6,1,2,V1,208
Telephony,Year_2562,2,1,2,V1,208
Internet,Year_2562,2,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Telephony,Year_2562,0,1,2,V1,208
Others,Year_2562,1,1,2,V1,208
Telephony,Year_2562,0,1,2,V1,208
Telephony,Year_2562,1,1,2,V1,208
Software,Year_2562,0,1,2,V1,208
Software,Year_2562,0,1,2,V1,208
Internet,Year_2562,1,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Hardware,Year_2562,1,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Others,Year_2562,0,1,2,V1,208
Internet,Year_2562,4,1,2,V1,208
Software,Year_2562,1,1,2,V1,208
Telephony,Year_2562,11,1,2,V2,208
Hardware,Year_2562,0,1,2,V1,208
Telephony,Year_2562,0,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Internet,Year_2562,1,1,2,V1,208
Telephony,Year_2562,1,1,2,V1,208
Hardware,Year_2562,1,1,2,V1,208
Telephony,Year_2562,0,1,2,V1,208
Internet,Year_2562,1,1,2,V1,208
Internet,Year_2562,1,1,2,V1,208
Internet,Year_2562,0,1,2,V1,208
Software,Year_2562,0,1,2,V1,208
Software,Year_2562,0,1,2,V1,208
Hardware,Year_2562,1,1,2,V1,208
Software,Year_2562,0,1,2,V1,208
Hardware,Year_2562,6,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Others,Year_2562,5,1,2,V1,208
Hardware,Year_2562,2,1,2,V1,208
Internet,Year_2562,0,1,2,V1,208
Hardware,Year_2562,1,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Hardware,Year_2562,1,1,2,V1,208
Hardware,Year_2562,1,1,2,V1,208
Telephony,Year_2562,0,1,2,V1,208
Hardware,Year_2562,5,1,2,V1,208
Telephony,Year_2562,0,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Internet,Year_2562,0,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
Telephony,Year_2562,0,1,2,V1,208
Others,Year_2562,0,1,2,V1,208
Others,Year_2562,0,1,2,V1,208
Hardware,Year_2562,0,1,2,V1,208
